1.026626207599103058e+00,1.193722520677924726e+00,-4.056158589789835567e-01,6.569452554462656968e-01,6.572789675789127983e-01,-8.528669727151098057e-01,1.053236679312839763e-01,1.671050646847805021e+00,-1.301591760476286316e-02,1.774827687286688827e+00,-2.229997398161386091e+00,1.159155325072004583e+00,-5.394022460320475887e-02,2.094699107635439039e-01,5.753398134641480866e-01,-2.082378293937932057e+00,-5.205137095213524523e-01,-4.180740627409760823e-01,-5.091249687415509984e-01,-5.235590621204073702e-01,-7.165379186168340242e-01,1.157888243646367998e+00,1.308720747433839815e+00,-6.784568991820968398e-01,-8.142304101401781624e-01,5.977484903914935810e-01,-5.451457128012067166e-01,5.068398606072843648e-01,1.783827934620245137e-01,-1.572501415848895245e+00,1.457727921896255774e+00,1.692116085509860923e+00
1.571673083907094925e+00,-1.919603655663155994e-01,-1.694890908816949926e+00,1.090791705514494031e-01,4.600007573676134220e-01,-7.678448866486020652e-01,-2.101443233732422367e-01,-4.764780891970011867e-01,2.234331239964643112e-01,2.971297328892556489e-01,1.099081319508230292e+00,-1.394465736071082596e+00,1.664236575098643867e+00,-1.352709633791314925e+00,3.373198163220713086e-01,7.871459586459865765e-01,-2.842967561027188506e+00,-2.753171825444539200e-01,-9.321017689294089914e-01,-1.587544882126473267e+00,-1.334011496645233663e+00,8.546935337984286341e-02,1.220010260433548543e+00,2.293949422955131601e-01,-5.856158878146353608e-01,5.809830765732320046e-01,-4.524349934069722412e-01,-7.577037126865195926e-01,-1.285521409671317006e+00,-1.810143257157395880e+00,-4.628257789816974110e-01,1.427980570107939551e-01
2.239029266862887779e-01,6.625527066258089792e-02,-2.962880239850333441e-01,-5.958938858289690721e-01,-1.499029491840331518e+00,-4.278321965713594577e-01,-6.564360771437494080e-01,-9.420415031570987807e-01,-2.116508920455238141e-01,-1.254281987981298030e-01,1.336680720459814786e+00,3.566076155538453474e-01,8.924492382429628778e-02,4.216829824165047591e-01,-1.389574704952703854e+00,1.022272091680510309e-01,2.132154274578369701e+00,-3.949932280025128528e-01,-9.528368010972059210e-01,1.491212507895190997e+00,1.958978302583389564e+00,-1.953949929877439942e-02,9.137186315388130531e-01,1.285514169156993791e+00,-7.232598773363401179e-01,-4.363213000346033987e-01,1.229872050447873288e+00,1.509003218816514780e+00,5.666163084645499115e-01,-9.323772369303049423e-01,1.893455254633480855e+00,-5.089922370604414992e-01
2.239029266862887779e-01,6.625527066258089792e-02,-2.962880239850333441e-01,-5.958938858289690721e-01,-1.499029491840331518e+00,-4.278321965713594577e-01,-6.564360771437494080e-01,-9.420415031570987807e-01,-2.116508920455238141e-01,-1.254281987981298030e-01,1.336680720459814786e+00,3.566076155538453474e-01,8.924492382429628778e-02,4.216829824165047591e-01,-1.389574704952703854e+00,1.022272091680510309e-01,-1.422344801207614529e+00,-2.337405283007925938e+00,5.208329418068434746e-01,-6.796440269769878084e-02,-5.903712103862596150e-01,2.186979617950822741e-01,-1.213595634053660638e-01,1.066035438468521335e+00,1.154695476794139891e-01,-7.190898298459975635e-01,9.902545036253673771e-01,-3.028893334972644347e-01,5.274171972025260002e-01,-5.273194460792388627e-01,-7.204651742372630840e-01,7.290547261570871906e-02
2.239029266862887779e-01,6.625527066258089792e-02,-2.962880239850333441e-01,-5.958938858289690721e-01,-1.499029491840331518e+00,-4.278321965713594577e-01,-6.564360771437494080e-01,-9.420415031570987807e-01,-2.116508920455238141e-01,-1.254281987981298030e-01,1.336680720459814786e+00,3.566076155538453474e-01,8.924492382429628778e-02,4.216829824165047591e-01,-1.389574704952703854e+00,1.022272091680510309e-01,7.567024765287150290e-01,2.107878087359746355e-01,-4.718482631104634617e-01,2.475729867983520183e-01,6.747410875459918245e-01,-2.059501169152631928e+00,1.056263361036222648e+00,-4.376194966620698401e-01,4.589994668886784313e-01,1.382261407417180621e+00,-1.360883168682869071e+00,-7.718401890770989482e-01,-3.516953747703554511e-01,-8.356828137798790745e-01,1.643526749664187436e+00,-8.171875072717359467e-01
2.977359069452822360e-01,-2.017503923521730247e+00,1.558740305994096020e-01,-7.481781603933488345e-01,-6.029590332728498314e-01,1.526834005281926032e+00,8.297519826831378786e-01,9.935729148628879015e-01,-1.284991554567665561e+00,-1.293264719384368933e+00,1.058789299553987706e-01,1.349640156843344485e+00,-5.294411155708873551e-01,3.165853938987843175e-01,-5.955720368588596214e-01,-1.200804661221895220e+00,-2.114786715282879481e-01,1.592926282889880252e+00,-1.389476763507893620e-01,-1.460818990862272404e+00,-3.135146899277814203e-01,-2.941180500733617253e-01,-2.667353212499421033e+00,-1.480291819623821836e-01,-2.054535479372216755e-01,8.407130422069490905e-01,1.845152903837176117e+00,9.770512134371900359e-01,-3.304910221021497563e-01,-1.160584119099030476e+00,2.474647223686766484e+00,4.930393503156748486e-02
1.096784154182333992e+00,-3.671480629815160324e-01,-3.304934387834846943e-01,-1.372965624648522232e+00,1.959870541382120190e-01,-1.779198561665771283e-01,6.347990635597504372e-02,-9.699036853623258514e-01,8.659652218991592543e-01,1.722589576406020839e+00,-2.424225580432946281e-01,6.382063263980174428e-01,4.525280438462012667e-01,1.128773658825619475e-01,7.046690109091880982e-01,1.457914052536476157e-01,-9.637810550407827082e-01,1.814497867414282872e+00,-1.178423980102400570e+00,2.132178309976180131e-01,9.760835278086706923e-01,-1.269776630909414727e+00,1.153418403387394819e-01,8.710325765297493028e-01,4.095767826733073824e-02,3.188526100673511721e+00,-1.656463264168717586e+00,9.124334131834616057e-01,-2.268561751969939144e-01,7.302516569524170054e-01,3.611649721688640624e-01,-7.002516729130722206e-01
5.642132308986164135e-01,3.763802451956466566e+00,5.057388247943565007e-01,7.905476391341663689e-01,1.376085038850237696e+00,1.602032949065815393e+00,-6.267436999694405708e-01,8.011780959775890443e-01,-1.179875430238321643e+00,-1.174733322336215080e+00,-5.405236835064526346e-01,2.416743807188935778e-01,1.816761638529663658e+00,-1.272551319936318315e+00,1.156350478396016124e+00,-1.664793878843458197e+00,1.464348406397132651e-01,4.524909142910701204e-02,3.270726466282213307e-01,-1.169566481454051704e-01,-6.509612734058630723e-01,-5.664279391608560976e-01,-9.465812240875273731e-02,-6.503959972117013821e-01,-6.932589275521361394e-01,2.032550614741362449e-01,-2.492468033286713569e-01,1.336571008649706682e+00,-2.899691146035188627e+00,1.051946259803450356e+00,1.158933312646619918e+00,-1.968060986407085045e+00
-9.699907903735358605e-01,9.185542637701001878e-01,-2.124154609364845292e-01,-1.449075219372013779e+00,-6.495333093177600992e-01,1.655441002300346742e+00,-1.075827543341782544e+00,1.954344348877917747e-01,1.158578893167964280e-01,-1.853861648136831297e+00,1.540709696572205134e+00,9.260949846846138200e-01,-1.827713221141811006e+00,6.682366232540958295e-01,-1.611100021888380029e-01,1.081370004299630594e+00,-1.460947507706970461e+00,6.212450621359870695e-01,-1.178397283588433986e+00,1.761344157447902736e+00,-2.203051180451180979e+00,1.661949011249310049e+00,1.407459251832962888e-01,-1.915953565616870524e-01,-5.232783653513615185e-01,5.196254462944978059e-01,-3.288913786142330653e-02,9.548918533892124527e-01,8.272015648694988621e-02,1.045332399936395595e-01,-4.367434604846033852e-01,-6.058274924266878608e-02
5.357147879011761038e-01,-3.448349482399243326e-01,6.146051697144010451e-01,1.182618136076559079e+00,-6.568154475298629280e-02,-7.468488770456351011e-02,1.422850711507081867e+00,8.106303129781385897e-01,-6.995929389928455810e-01,1.013549569013782875e-01,-5.231524009035420919e-01,-4.372403212179403198e-01,7.615434516203220539e-02,-1.316036059665852687e+00,-1.200119711036947034e+00,-4.946219608577892002e-01,4.287479806989812348e-01,1.964390825800469420e+00,1.012383247605982639e+00,-2.966250048948728679e-01,1.175483436527099856e+00,-4.285685382996922144e-01,-2.031201112333498315e+00,-1.127632280880010107e+00,-1.865367594236040150e+00,-2.917121903300670116e-01,2.290994903402160388e-02,1.500833211423572955e+00,3.121280284526350424e-01,-2.673055259641611281e-01,7.458830240239019416e-01,-2.098362475849741671e+00
